:START_ID,:END_ID,:TYPE,relation_name,description,weight:float,source,confidence:float
e_5ece966fdb28,e_6dc18c8a688f,临床表现,临床表现,,1.0,medical_kg,1.0
e_5cface1a3726,e_446ea68dcdbb,英文名称,英文名称,,1.0,medical_kg,1.0
e_5cface1a3726,e_878d76b2f827,适应症,适应症,,1.0,medical_kg,1.0
e_5cface1a3726,e_5e43ce43d817,分类,分类,,1.0,medical_kg,1.0
e_5cface1a3726,e_1b315df37beb,适应症,适应症,,1.0,medical_kg,1.0
e_5cface1a3726,e_f8f7fce1bae1,成份,成份,,1.0,medical_kg,1.0
e_5cface1a3726,e_751b7ddcd861,适应症,适应症,,1.0,medical_kg,1.0
e_5cface1a3726,e_912985e95ece,成份,成份,,1.0,medical_kg,1.0
e_8386794d168a,e_610aaae0b401,英文名称,英文名称,,1.0,medical_kg,1.0
e_8386794d168a,e_852c7b6d8358,所属科室,所属科室,,1.0,medical_kg,1.0
e_8386794d168a,e_a6ea9f6f06ee,临床表现,临床表现,,1.0,medical_kg,1.0
e_8386794d168a,e_ad6aee141e69,并发症,并发症,,1.0,medical_kg,1.0
e_8386794d168a,e_0ac19e32a097,并发症,并发症,,1.0,medical_kg,1.0
e_8386794d168a,e_09077ced1e18,并发症,并发症,,1.0,medical_kg,1.0
e_8386794d168a,e_29f8c0662686,临床表现,临床表现,,1.0,medical_kg,1.0
e_8386794d168a,e_003f2e55c2ec,并发症,并发症,,1.0,medical_kg,1.0
e_8386794d168a,e_1d6b589ef816,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_8386794d168a,e_d9e9f1a44624,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_8386794d168a,e_58826af01a14,检查,检查,,1.0,medical_kg,1.0
e_8386794d168a,e_f8622698fa7f,同义词,同义词,,1.0,medical_kg,1.0
e_8386794d168a,e_274adfd5e884,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_8386794d168a,e_8da19637b1c9,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_5db2e6be0b09,e_85a6d56d48be,相关疾病,相关疾病,,1.0,medical_kg,1.0
e_5db2e6be0b09,e_1f545dfdc521,相关疾病,相关疾病,,1.0,medical_kg,1.0
e_3d38b80eb4e4,e_568a113a99be,临床表现,临床表现,,1.0,medical_kg,1.0
e_3d38b80eb4e4,e_42f0d7e154f9,临床表现,临床表现,,1.0,medical_kg,1.0
e_3d38b80eb4e4,e_7611dfe7042e,发病部位,发病部位,,1.0,medical_kg,1.0
e_3d38b80eb4e4,e_8531ae2cd7e1,易感人群,易感人群,,1.0,medical_kg,1.0
e_3d38b80eb4e4,e_65264c873eaf,临床表现,临床表现,,1.0,medical_kg,1.0
e_3d38b80eb4e4,e_fa4e14d9963e,临床表现,临床表现,,1.0,medical_kg,1.0
e_3d38b80eb4e4,e_4c0fa91cda3f,所属科室,所属科室,,1.0,medical_kg,1.0
e_3d38b80eb4e4,e_0f1cb05516be,临床表现,临床表现,,1.0,medical_kg,1.0
e_9f568a41225d,e_29f8c0662686,临床表现,临床表现,,1.0,medical_kg,1.0
e_9f568a41225d,e_800b90e485f6,同义词,同义词,,1.0,medical_kg,1.0
e_9f568a41225d,e_49c66abfe463,发病部位,发病部位,,1.0,medical_kg,1.0
e_eb5d41f30022,e_59b2be8102f9,不良反应,不良反应,,1.0,medical_kg,1.0
e_6190c316e7cd,e_568a113a99be,临床表现,临床表现,,1.0,medical_kg,1.0
e_6190c316e7cd,e_878d76b2f827,临床表现,临床表现,,1.0,medical_kg,1.0
e_6190c316e7cd,e_661bd9217bcc,临床表现,临床表现,,1.0,medical_kg,1.0
e_6190c316e7cd,e_8808382a85fa,治疗,治疗,,1.0,medical_kg,1.0
e_6190c316e7cd,e_08575af02dec,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_6190c316e7cd,e_1f0f541e4a2b,治疗,治疗,,1.0,medical_kg,1.0
e_6190c316e7cd,e_b5fd325c0daa,临床表现,临床表现,,1.0,medical_kg,1.0
e_6190c316e7cd,e_6a4944bdedd9,易感人群,易感人群,,1.0,medical_kg,1.0
e_6190c316e7cd,e_043d22f91d5a,病因,病因,,1.0,medical_kg,1.0
e_6190c316e7cd,e_3111d7290768,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_a6fd42ef089e,易感人群,易感人群,,1.0,medical_kg,1.0
e_9b399879b6fb,e_852c7b6d8358,所属科室,所属科室,,1.0,medical_kg,1.0
e_9b399879b6fb,e_656cad4869fc,英文名称,英文名称,,1.0,medical_kg,1.0
e_9b399879b6fb,e_83360fb74bd9,同义词,同义词,,1.0,medical_kg,1.0
e_9b399879b6fb,e_ee061f48c82b,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_3d05ad024d94,病因,病因,,1.0,medical_kg,1.0
e_9b399879b6fb,e_e52e1116a357,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_73bd92f3f1bd,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_65264c873eaf,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_568a113a99be,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_f852f5b3044f,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_ae820e1ff9f7,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_5343d02a5c99,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_29f8c0662686,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_4003cb0bdd70,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_6dfa9a1bcd5f,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_b55685eeeebd,同义词,同义词,,1.0,medical_kg,1.0
e_9b399879b6fb,e_4a41d9917e45,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_e1ad569c0ee6,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_0f1cb05516be,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_55cc77a8bbe6,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_78017235a74f,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_f4faa7c491ea,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b399879b6fb,e_0f9fe408a314,临床表现,临床表现,,1.0,medical_kg,1.0
e_43981597a46d,e_568a113a99be,不良反应,不良反应,,1.0,medical_kg,1.0
e_d76877d35106,e_5692eedfba6a,英文名称,英文名称,,1.0,medical_kg,1.0
e_d76877d35106,e_852c7b6d8358,所属科室,所属科室,,1.0,medical_kg,1.0
e_d76877d35106,e_e101690f32b7,临床表现,临床表现,,1.0,medical_kg,1.0
e_d76877d35106,e_a8d31e0c5aa3,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_d76877d35106,e_08c1e098a120,临床表现,临床表现,,1.0,medical_kg,1.0
e_d76877d35106,e_1c843f5fc34c,同义词,同义词,,1.0,medical_kg,1.0
e_d76877d35106,e_4d56e50a2704,同义词,同义词,,1.0,medical_kg,1.0
e_d76877d35106,e_9365ff1b5e36,发病部位,发病部位,,1.0,medical_kg,1.0
e_d76877d35106,e_c8c72710caef,临床表现,临床表现,,1.0,medical_kg,1.0
e_d76877d35106,e_6de8648fcbe2,同义词,同义词,,1.0,medical_kg,1.0
e_d76877d35106,e_cc041aac2c56,临床表现,临床表现,,1.0,medical_kg,1.0
e_2710dfa7b4e2,e_0f1cb05516be,临床表现,临床表现,,1.0,medical_kg,1.0
e_5b30485cca2f,e_ac9a1edf7a8e,相关疾病,相关疾病,,1.0,medical_kg,1.0
e_5b30485cca2f,e_0f1cb05516be,相关疾病,相关疾病,,1.0,medical_kg,1.0
e_f7cd304c965b,e_a317741300d8,病因,病因,,1.0,medical_kg,1.0
e_f7cd304c965b,e_da50f987c036,治疗,治疗,,1.0,medical_kg,1.0
e_f7cd304c965b,e_3f6d5e353a70,病因,病因,,1.0,medical_kg,1.0
e_f7cd304c965b,e_71ee7e8aa301,临床表现,临床表现,,1.0,medical_kg,1.0
e_f7cd304c965b,e_8d4d93805be3,临床表现,临床表现,,1.0,medical_kg,1.0
e_f7cd304c965b,e_4dccd04825d9,临床表现,临床表现,,1.0,medical_kg,1.0
e_f7cd304c965b,e_e095bedc7adb,治疗,治疗,,1.0,medical_kg,1.0
e_f7cd304c965b,e_460896d7c840,病因,病因,,1.0,medical_kg,1.0
e_f7cd304c965b,e_b11620dbb6d1,同义词,同义词,,1.0,medical_kg,1.0
e_f7cd304c965b,e_e0799e34aeb4,临床表现,临床表现,,1.0,medical_kg,1.0
e_f7cd304c965b,e_e946153ec336,临床表现,临床表现,,1.0,medical_kg,1.0
e_f7cd304c965b,e_8e3bfb17a0e6,病因,病因,,1.0,medical_kg,1.0
e_f7cd304c965b,e_852c7b6d8358,所属科室,所属科室,,1.0,medical_kg,1.0
e_c67db5f9e665,e_e101690f32b7,临床表现,临床表现,,1.0,medical_kg,1.0
e_ff5e16c727f4,e_4b978a5c49f1,临床表现,临床表现,,1.0,medical_kg,1.0
e_ff5e16c727f4,e_4c0fa91cda3f,所属科室,所属科室,,1.0,medical_kg,1.0
e_ff5e16c727f4,e_fa4e14d9963e,临床表现,临床表现,,1.0,medical_kg,1.0
e_ff5e16c727f4,e_3bd126e869f2,高危因素,高危因素,,1.0,medical_kg,1.0
e_ff5e16c727f4,e_0f1cb05516be,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_c330dd6d8ecd,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_568a113a99be,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_73bd92f3f1bd,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_fa4e14d9963e,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_058cdf1a1bef,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_4a41d9917e45,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_4c0fa91cda3f,所属科室,所属科室,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_ac021baf31b5,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_df4da6e50a1c,病因,病因,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_7f6da1d44ae1,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_07deee1ec6d5,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_e95bfa918211,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_7170bd6bf3b5,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_94b15cd29be2,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_a1f13cb99f75,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_dafb38343bc6,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_a9b94505a1f2,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_e54ba36bce2b,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_15d66d871c9a,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_9365ff1b5e36,发病部位,发病部位,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_622b6431ad8f,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_116a736879f8,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_78a99ac1cb0c,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_8da19637b1c9,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_576cf8f2bdf6,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_0f1cb05516be,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_cf3ea2b9ae05,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_b152dbd8f973,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_806bd1755dfa,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_a1b07fecbdc8,临床表现,临床表现,,1.0,medical_kg,1.0
e_4b978a5c49f1,e_7c0d50c8fded,临床表现,临床表现,,1.0,medical_kg,1.0
e_5286a5063c1e,e_568a113a99be,不良反应,不良反应,,1.0,medical_kg,1.0
e_5286a5063c1e,e_85b15c0bca37,成份,成份,,1.0,medical_kg,1.0
e_5286a5063c1e,e_c343455e63da,分类,分类,,1.0,medical_kg,1.0
e_5286a5063c1e,e_32dcb884ffa2,不良反应,不良反应,,1.0,medical_kg,1.0
e_5286a5063c1e,e_a406d158e7ef,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_0f74a3ef7430,英文名称,英文名称,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_3813176fd51b,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_e95bfa918211,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_03638b911a15,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_4ca78d71684b,成份,成份,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_73bd92f3f1bd,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_0a0547540210,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_df3e91e5b4f3,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_14e745fe6129,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_9139b0afb965,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_2e8563011d38,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_a37dd0bf490a,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_1bc066676d3a,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_1b315df37beb,适应症,适应症,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_7f3236700a9d,成份,成份,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_e39accc4bc65,分类,分类,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_977fda9f5d01,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_68662b9e4046,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_17fd558f3cf4,适应症,适应症,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_3fa6c8c93da2,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_8117b8691956,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_bb60cd843c15,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_0f1cb05516be,适应症,适应症,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_8ae693800321,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_57a053cc0a43,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_d18b338c5411,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_dbe7c6177563,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_5ecc4d4f96d8,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_32dcb884ffa2,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_c35841cc5aa6,不良反应,不良反应,,1.0,medical_kg,1.0
e_a386c8aa93dc,e_59b2be8102f9,不良反应,不良反应,,1.0,medical_kg,1.0
e_6500872d62a4,e_15008e35df47,相关疾病,相关疾病,,1.0,medical_kg,1.0
e_9b4f16edb742,e_7cf53ee64c50,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b5cb02a88f3,e_1b315df37beb,临床表现,临床表现,,1.0,medical_kg,1.0
e_9b5cb02a88f3,e_0f1cb05516be,临床表现,临床表现,,1.0,medical_kg,1.0
e_ec7f7d69dccc,e_c9e30f78c014,分类,分类,,1.0,medical_kg,1.0
e_ec7f7d69dccc,e_c9f1af07d478,相关疾病,相关疾病,,1.0,medical_kg,1.0
e_ec7f7d69dccc,e_d52d9251bc04,临床表现,临床表现,,1.0,medical_kg,1.0
e_ec7f7d69dccc,e_0e8e7d9e762f,相关疾病,相关疾病,,1.0,medical_kg,1.0
e_354f4e1451ac,e_fb72e27db703,英文名称,英文名称,,1.0,medical_kg,1.0
e_354f4e1451ac,e_fde3423a4bd8,病因,病因,,1.0,medical_kg,1.0
e_354f4e1451ac,e_852c7b6d8358,所属科室,所属科室,,1.0,medical_kg,1.0
e_354f4e1451ac,e_063320555e62,检查,检查,,1.0,medical_kg,1.0
e_354f4e1451ac,e_bb95f45f5c41,诊断依据,诊断依据,,1.0,medical_kg,1.0
e_354f4e1451ac,e_9967ca1d2a8c,检查,检查,,1.0,medical_kg,1.0
e_354f4e1451ac,e_d9a905ccc9e4,临床表现,临床表现,,1.0,medical_kg,1.0
e_354f4e1451ac,e_cd518b00868f,并发症,并发症,,1.0,medical_kg,1.0
e_354f4e1451ac,e_f470923baa65,临床表现,临床表现,,1.0,medical_kg,1.0
e_354f4e1451ac,e_404b9b90e3c9,临床表现,临床表现,,1.0,medical_kg,1.0
e_8864749c77d4,e_568a113a99be,不良反应,不良反应,,1.0,medical_kg,1.0
e_354f4e1451ac,e_29a6c628a8c4,并发症,并发症,,1.0,medical_kg,1.0
e_0e8ebb310253,e_e595126f6d2a,不良反应,不良反应,,1.0,medical_kg,1.0
e_0e8ebb310253,e_568a113a99be,不良反应,不良反应,,1.0,medical_kg,1.0
e_0e8ebb310253,e_116a736879f8,不良反应,不良反应,,1.0,medical_kg,1.0
e_3750742bd8c2,e_e52e1116a357,不良反应,不良反应,,1.0,medical_kg,1.0
e_3750742bd8c2,e_568a113a99be,不良反应,不良反应,,1.0,medical_kg,1.0
e_3750742bd8c2,e_09de0f7e9f2b,不良反应,不良反应,,1.0,medical_kg,1.0
e_e4243f3cc2f4,e_566d6624361c,成份,成份,,1.0,medical_kg,1.0
e_e4243f3cc2f4,e_0f1cb05516be,适应症,适应症,,1.0,medical_kg,1.0
e_e4243f3cc2f4,e_d69fd521e7be,成份,成份,,1.0,medical_kg,1.0
e_e4243f3cc2f4,e_1b315df37beb,适应症,适应症,,1.0,medical_kg,1.0
e_e4243f3cc2f4,e_9550f0315acd,分类,分类,,1.0,medical_kg,1.0
e_0efe20acdc7d,e_398fc83ed265,英文名称,英文名称,,1.0,medical_kg,1.0
e_0efe20acdc7d,e_d58ac8acdaa3,英文名称,英文名称,,1.0,medical_kg,1.0
e_0efe20acdc7d,e_75a1976ce9c0,分类,分类,,1.0,medical_kg,1.0
e_0efe20acdc7d,e_1810ee20ae84,成份,成份,,1.0,medical_kg,1.0
e_0efe20acdc7d,e_4b488263145d,分类,分类,,1.0,medical_kg,1.0
e_0efe20acdc7d,e_710f73cc5c69,成份,成份,,1.0,medical_kg,1.0
e_0efe20acdc7d,e_a406d158e7ef,不良反应,不良反应,,1.0,medical_kg,1.0
e_cf5fc6164e50,e_73bd92f3f1bd,不良反应,不良反应,,1.0,medical_kg,1.0
e_cf5fc6164e50,e_cc1c88a86105,不良反应,不良反应,,1.0,medical_kg,1.0
e_cf5fc6164e50,e_be4aa58182a4,不良反应,不良反应,,1.0,medical_kg,1.0
e_335a0cbe1151,e_65264c873eaf,不良反应,不良反应,,1.0,medical_kg,1.0
e_335a0cbe1151,e_05ae59581c16,不良反应,不良反应,,1.0,medical_kg,1.0
e_335a0cbe1151,e_a406d158e7ef,不良反应,不良反应,,1.0,medical_kg,1.0
e_e78315f2a8bf,e_9acbd49d9798,适应症,适应症,,1.0,medical_kg,1.0
e_e78315f2a8bf,e_876996eae2fc,适应症,适应症,,1.0,medical_kg,1.0
e_0fc4941f8676,e_3d2227c7eb51,病因,病因,,1.0,medical_kg,1.0
